id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
6592,莫,逆,之,交,少与崔浩为～。（《北史·眭夸传》）,莫逆：没有抵触，感情融洽；交：交往，友谊。指非常要好的朋友。,mo,ni,zhi,jiao,mò,nì,zhī,jiāo,《庄子·大宗师》：“四人相视而笑，莫逆于心，遂相与为友。”
6593,莫,为,已,甚,,不做得太过分。多指对人的责备或责罚适可而止。,mo,wei,yi,shen,mò,wéi,yǐ,shèn,
6594,莫,余,毒,也,,再也没有人威胁、危害我了。表示目空一切，认为谁也不能伤害我。,mo,yu,du,ye,mò,yú,dú,yě,《左传·僖公二十八年》：“晋侯闻之而后喜可知也，曰：‘莫余毒也已。’”
6595,莫,予,毒,也,无论他们如何得势，如何兴高采烈，以为天下“～”，然而他们的命运是最后一定要受到全国人民的制裁的。（毛泽东《反对投降活动》,再也没有人威胁、危害我了。表示目空一切，认为谁也不能伤害我。,mo,yu,du,ye,mò,yù,dú,yě,《左传·僖公二十八年》：“晋侯闻之而后喜可知也，曰：‘莫余毒也已。’”
6596,莫,衷,一,是,人们议论纷纷，～。,不能决定哪个是对的。形容意见分歧，没有一致的看法。,mo,zhong,yi,shi,mò,zhōng,yī,shì,清·吴趼人《痛史》第三回：“诸将或言固守待援，或言决一死战，或言到临安求救。议论纷纷，莫衷一是。”
6597,漠,不,关,心,好比看古代或是异国的故事，～。（叶圣陶《英文教授》）,漠：冷淡。态度冷淡，毫不关心。,mo,bu,guan,xin,mò,bù,guān,xīn,
6598,漠,不,相,关,而洙泗之间，弦歌自若，一若～也者。（严复《有如三保》）,形容彼此毫无关联。,mo,bu,xiang,guan,mò,bù,xiāng,guān,
6599,漠,然,置,之,彼而～，犹可言也；我而～，不可言也。（清·梁启超《少年中国说》）,置：放。很冷淡地把它搁在一边。指对人或事态度冷淡，放在一边不理。,mo,ran,zhi,zhi,mò,rán,zhì,zhī,
6600,墨,迹,未,干,《双十协定》的～，国民党军队就大举进犯我晋冀鲁豫解放区和中原解放区。（童小鹏《毛主席到重庆》）,写字的墨迹还没有干。比喻协定或盟约刚刚签订不久（多用于指责对方违背诺言）。,mo,ji,wei,gan,mò,jì,wèi,gān,
6601,墨,守,成,规,～，不敢勇于创造也决然是和客观事物的发展规律不能相容的。（秦牧《辩证规律在艺术创作上的运用》）,墨守：战国时墨翟善于守城；成规：现成的或久已通行的规则、方法。指思想保守，守着老规矩不肯改变。,mo,shou,cheng,gui,mò,shǒu,chéng,guī,明·黄宗羲《钱退山诗文序》：“如钟嵘之《诗品》，辨体明宗，固未尝墨守一家以为准的也。”
6602,墨,汁,未,干,可是～，将军们即奉命作成消灭边区的军事计划。（毛泽东《评国民党十一中全会和三届二次国民参政会》）,写字的墨汁还没有干。比喻协定或盟约刚刚签订不久（多用于指责对方违背诺言）。,mo,zhi,wei,gan,mò,zhī,wèi,gān,
6603,墨,子,泣,丝,,比喻人变好变坏，环境的影响关系很大。,mo,zi,qi,si,mò,zǐ,qì,sī,《淮南子·说林训》：“墨子见练丝而泣之，为其可以黄可以黑。”
6604,默,默,无,闻,现在不知道他怎样，久没有听到消息了，那～的原因，或者就因为中国人还没有死完的缘故吧。（鲁迅《华盖集·并非闲话（二）》）,无声无息，没人知道。指没有什么名声。,mo,mo,wu,wen,mò,mò,wú,wén,《晋书·祖纳传》：“仆虽无无，非志不立，故疾没世而无闻焉。”
6605,默,默,无,言,,不声不响，闭口无言。,mo,mo,wu,yan,mò,mò,wú,yán,元·无名氏《连环计》第二折：“忧的我神思竭，默默无言；愁的我魂胆丧，兢兢打战。”
6606,脉,脉,含,情,,脉脉：两眼凝神，要向别人诉说心曲的样子。饱含温情，默默地用眼神表达自己的感情。形容用眼神或行动默然地表达情意。,mo,mo,han,qing,mò,mò,hán,qíng,唐·李德裕《二芳丛赋》：“一则含情脉脉，如有思而不得，类西施之容冶，眼红罗之盛饰。”
6607,没,齿,不,忘,,没齿：终身。一辈子也忘不了。,mo,chi,bu,wang,mò,chǐ,bù,wàng,明·吴承恩《西游记》第七十回：“长老，你果是救得我回朝，没齿不忘不恩。”
6608,没,齿,无,怨,,比喻永无怨言。,mo,chi,wu,yuan,mò,chǐ,wú,yuàn,《论语·宪问》：“夺伯氏骈邑三百，饭疏食，没齿无怨言。”
6609,没,没,无,闻,你我要是见的到此，虽不能和大帅一般威震四海，也不致～了。（蔡东藩、许廑父《民国通俗演义》第一三三回）,无声无息，没人知道。指没有什么名声。,mo,mo,wu,wen,mò,mò,wú,wén,《晋书·祖纳传》：“仆虽无无，非志不立，故疾没世而无闻焉。”
6610,没,世,不,忘,,一辈子也忘不了。,mo,shi,bu,wang,mò,shì,bù,wàng,明·吴承恩《西游记》第七十回：“长老，你果是救得我回朝，没齿不忘不恩。”
6611,谋,财,害,命,血池狱、阿鼻狱、秤杆狱，脱皮露骨，折臂断筋，也只为～，宰畜屠生。（明·吴承恩《西游记》第十一回）,为了劫夺财物，害人性命。,mou,cai,hai,ming,móu,cái,hài,mìng,元·曾瑞卿《留鞋记》第二折：“你如今将俺主人摆布死了，故意将这绣鞋揣在怀里，正是你图财致命，便待干罢。”
6612,谋,为,不,轨,,指准备做违反法纪的事或搞叛乱活动。,mou,wei,bu,gui,móu,wéi,bù,guǐ,
6613,侔,色,揣,称,,侔：相等；揣：估量；称：好。形容描写景物，恰到好处。,mou,se,chuai,chen,móu,sè,chuǎi,chèn,南朝宋·谢惠连《雪赋》：“抽子秘思，骋子妍辞，侔色揣称，为寡人赋之。”
6614,母,以,子,贵,任凭他是青楼婢妾，到得收他做了侧室，后来生出儿子，做了官，就可算的～。（清·吴敬梓《儒林外史》第五十三回）,母亲因儿子的显贵而显贵。,mu,yi,zi,gui,mǔ,yǐ,zǐ,guì,《公羊传·隐公元年》：“桓何以贵？母贵也。母贵则子何以贵？子以母贵，母以子贵。”
6615,墓,木,已,拱,,坟墓上的树木已有两手合抱那么粗了。意思是你快要死了。这是骂人的话。后指人死了很久。,mu,mu,yi,gong,mù,mù,yǐ,gǒng,《左传·僖公三十二年》：“尔何知？中寿，尔墓之木拱亦。”
6616,暮,鼓,晨,钟,我委实的捱不彻～。（元·纪君祥《赵氏孤儿》第二折）,佛教规矩，寺里晚上打鼓，早晨敲钟。比喻可以使人警觉醒悟的话。,mu,gu,chen,zhong,mù,gǔ,chén,zhōng,唐·李咸中《山中》诗：“朝钟暮鼓不到耳，明月孤云长挂情。”
6617,暮,虢,朝,虞,,春秋时晋国假道虞国去打虢国，打下虢国之后，在归途中又把虞国灭了。比喻覆灭变迁的迅速。,mu,guo,zhao,yu,mù,guó,zhāo,yú,
6618,暮,夜,怀,金,,比喻暗中行贿。,mu,ye,huai,jin,mù,yè,huái,jīn,《后汉书·杨震传》：“王密为昌邑令，谒见，至夜怀金十斤以遗震。震曰：‘故人知君，君不知故人，何也？’密曰：‘暮夜无知者。’震曰：‘天知，神知，我知，子知。何谓无知。’密愧而出。”
6619,暮,云,春,树,,表示对远方友人的思念。,mu,yun,chun,shu,mù,yún,chūn,shù,唐·杜甫《春日忆李白》诗：“渭北春天树，江东日暮云。”
6620,幕,天,席,地,睡时节～，黑喽喽鼻息如雷。（元·马致远《陈抟高卧》第三折）,把天作幕，把地当席。原形容心胸开阔。现形容在野外作业的艰苦生活。,mu,tian,xi,di,mù,tiān,xí,dì,晋·刘伶《酒德颂》：“幕天席地，纵意所如。”
6621,木,本,水,源,,树的根本，水的源头。比喻事物的根本或事情的原因。,mu,ben,shui,yuan,mù,běn,shuǐ,yuán,《左传·昭公九年》：“我在伯父，犹衣服之有冠冕，水木之有本原，民人之有谋主也。”
6622,木,雕,泥,塑,怡红院里的人吓的一个个象～一般。（清·曹雪芹《红楼梦》第九十四回）,用木头雕刻或泥土塑造的偶像。形容人呆板不灵活或神情呆滞。,mu,diao,ni,su,mù,diāo,ní,sù,明·冯梦龙《警世通言》卷九：“两班文武，如泥塑木雕，无人敢应。”
6623,木,鸡,养,到,,木鸡：善斗的鸡，看上去象木头一样呆板。形容功夫到家。,mu,ji,yang,dao,mù,jī,yǎng,dào,《庄子·达生》：“几矣。鸡虽有鸣者，已无变矣，望之似木鸡矣，其德全矣；异鸡无敢应者，反走矣。”
6624,木,人,石,心,张生乃～也。使有情者见之，罪不容诛。（宋·秦醇《谭意歌传》）,形容意志坚定，任何诱惑都不动心。,mu,ren,shi,xin,mù,rén,shí,xīn,《晋书·夏统传》：“统危坐如故，若无所闻。充等各散曰：‘此吴儿是木人石心也。’”
6625,木,已,成,舟,,树木已经做成了船。比喻事情已成定局，无法改变。,mu,yi,cheng,zhou,mù,yǐ,chéng,zhōu,清·李汝珍《镜花缘》第三十四回：“如今木已成舟，也是林兄命定如此了。”
6626,沐,雨,栉,风,,风梳发，雨洗头。形容人经常在外面不避风雨地辛苦奔波。,mu,yu,zhi,feng,mù,yǔ,zhì,fēng,《庄子·天下》：“沐甚雨，栉疾风。”
6627,沐,猴,而,冠,,沐猴：猕猴；冠：戴帽子。猴子穿衣戴帽，究竟不是真人。比喻虚有其表，形同傀儡。常用来讽刺投靠恶势力窃据权位的人。,mu,hou,er,guan,mù,hóu,ér,guàn,《史记·项羽本纪》：“人言楚人沐猴而冠耳，果然。”
6628,目,不,见,睫,远求而近遗，如～。（宋·王安石《再寄蔡天启》诗）,自己的眼睛看不到自己的睫毛。比喻没有自知之明。也比喻只见远处，不见近处。,mu,bu,jian,jie,mù,bù,jiàn,jié,《韩非子·喻老》：“智如目也，能见百步之外而不能自见其睫。”
6629,目,不,交,睫,生恚怒方甚，自昏达旦，～。（唐·白行简《李娃传》）,交睫：上下睫毛相交接，即闭眼。没有合上眼皮。形容夜间不睡觉或睡不着。,mu,bu,jiao,jie,mù,bù,jiāo,jié,《史记·袁盎晁错列传》：“陛下居代时，太后尝病，三年，陛下不交睫，不解衣。”
6630,目,不,窥,园,董江都～，隐居求志，天人三策，伟大光明。（清·陶曾佑《中国文学之概况》）,形容专心致志，埋头苦读。,mu,bu,kui,yuan,mù,bù,kuī,yuán,《汉书·董仲书传》：“少治《春秋》，孝景时为博士。下帏讲诵，弟子传以久次相授业，或莫见其面。盖三年不窥园，其精如此。”
6631,目,不,识,丁,我试问如果你母亲要把你嫁给一个～的俗商，或者一个中年官僚，或者一个纨袴子弟，你难产也不反抗？（巴金《家》二十五）,连最普通的“丁”字也不认识。形容一个字也不认得。,mu,bu,shi,ding,mù,bù,shí,dīng,《旧唐书·张弘靖传》：“今天下无事，汝辈挽得两石力弓，不如识一丁字。”
6632,目,不,暇,接,一切艺术的道理也是这样，单一必然导致枯燥。而丰富多采、～则是绝大多数人所欢迎的。（秦牧《菊花与金鱼》）,指东西多，眼睛都看不过来。,mu,bu,xia,jie,mù,bù,xiá,jiē,南朝宋·刘义庆《世说新语·言语》：“从山阴道上行，山川自相映发，使人应接不暇。”
6633,目,不,邪,视,,邪：通“斜”。眼睛不偷看旁边。比喻为人行止端方。,mu,bu,xie,shi,mù,bù,xié,shì,明·罗贯中《三国演义》第十一回：“妇人请竺同载。竺上车端坐，目不邪视。”
6634,目,不,转,睛,,眼珠子一动不动地盯着看。形容注意力集中。,mu,bu,zhuan,jing,mù,bù,zhuǎn,jīng,明·冯梦龙《警世通言》卷十一：“老婆婆看着小官人，目不转睛，不觉两泪交流。”
6635,目,瞪,口,呆,,形容因吃惊或害怕而发愣的样子。,mu,deng,kou,dai,mù,dèng,kǒu,dāi,元·无名氏《赚蒯通》第一折：“吓得项王目瞪口呆，动弹不得。”
6636,目,光,炯,炯,,炯炯：明亮的样子。两眼明亮有神。,mu,guang,jiong,jiong,mù,guāng,jiǒng,jiǒng,清·叶廷琯《鸥陂渔话·葛苍公传》：“先达葛苍公讳麟，号瞿庵，性敏多才，状奇伟，目光炯炯有英气，胆力过人。”
6637,目,光,如,豆,胸无大志，～的人，是难以成就一番大事业的。,眼光象豆子那样小。形容目光短浅，缺乏远见。,mu,guang,ru,dou,mù,guāng,rú,dòu,
6638,目,光,如,炬,中间坐着一位神道，面阔尺余，须髯满颊，～，肩臂启动，象个活的一般。（明·凌濛初《二刻拍案惊奇》卷五）,目光发亮象火炬。形容愤怒地注视着。也形容见识远大。,mu,guang,ru,ju,mù,guāng,rú,jù,《南史·檀道济传》：“道济见收，愤怒气盛，目光如炬。”
6639,目,光,如,鼠,,形容人眼神奸滑。,mu,guang,ru,shu,mù,guāng,rú,shǔ,
6640,目,击,耳,闻,我又愿意知道一点十七年前的三月二十九日的情形，但一时找不到～的耆老。（鲁迅《而已集·黄花节的杂感》）,亲眼看到，亲耳听到。,mu,ji,er,wen,mù,jī,ěr,wén,《资治通鉴·唐纪睿宗景云二年》：“口说不如身逢，耳闻不如目睹。”
6641,目,空,一,切,,什么都不放在眼里。形容极端骄傲自大。,mu,kong,yi,qie,mù,kōng,yī,qiè,清·李汝珍《镜花缘》第五十二回：“但他恃著自己学问，目空一切，每每把人不放在眼内。”
6642,目,迷,五,色,慎卿先生此一番评骘，可云至公至明；只怕立朝之后，做主考房官，又要～，奈何？（清·吴敬梓《儒林外史》第四十六回）,五色：各种颜色。形容颜色既多又杂，因而看不清。比喻事物措综复杂，不易分辨清楚。,mu,mi,wu,se,mù,mí,wǔ,sè,《老子》：“五色令人目盲。”
6643,目,濡,耳,染,,濡：沾湿；染：沾染。耳朵经常听到，眼睛经常看到，不知不觉地受到影响。,mu,ru,er,ran,mù,rǔ,ěr,rǎn,唐·韩愈《清河郡公房公墓碣铭》：“目濡耳染，不学以能。”
6644,目,食,耳,视,,用眼睛吃，用耳朵看。比喻颠倒错乱。,mu,shi,er,shi,mù,shí,ěr,shì,宋·司马光《迂书·官失》：“世之人不以耳视而目食者，鲜矣。”
6645,目,使,颐,令,,用眼睛、用下巴指使人。形容自命尊贵，摆大架子。,mu,shi,yi,ling,mù,shǐ,yí,lìng,《新唐书·王翰传》：“家畜声伎，目使颐令，自视王侯，人莫不恶之。”
6646,目,送,手,挥,,手眼并用，怎么想就怎么用。也比喻语言文字的意义双关，意在言外。,mu,song,shou,hui,mù,sòng,shǒu,huī,三国魏·稽康《赠兄弟才公穆入军》诗：“目送归鸿，手挥五弦，俯仰自得，游心太玄。”
6647,目,挑,心,招,～，捭阖以为术焉，则可以钳塞天下之游士。（清·龚自珍《京师乐籍说》）,挑：挑逗；招：指勾引。眉目传情，心神招引。,mu,tiao,xin,zhao,mù,tiǎo,xīn,zhāo,《史记·货殖列传》：“今夫赵女郑姬，设形容，揳鸣琴，揄长袂，蹑利屐，目挑心招，出不远千里，不择老少者，奔富厚也。”
